云阳馆与韩绅宿别,"
故人江海别，几度隔山川。
乍见翻疑梦，相悲各问年。
孤灯寒照雨，深竹暗浮烟。(深竹 一作：湿竹)
更有明朝恨，离杯惜共传。

",司空曙,https://song.gushiwen.cn/song/chenlang/ee15f96f22e5.mp3
韦讽录事宅观曹将军画马图,"
国初已来画鞍马，神妙独数江都王。
将军得名三十载，人间又见真乘黄。
曾貌先帝照夜白，龙池十日飞霹雳。
内府殷红玛瑙盘，婕妤传诏才人索。
盘赐将军拜舞归，轻纨细绮相追飞。
贵戚权门得笔迹，始觉屏障生光辉。
昔日太宗拳毛騧，近时郭家狮子花。
今之新图有二马，复令识者久叹嗟。
此皆骑战一敌万，缟素漠漠开风沙。
其余七匹亦殊绝，迥若寒空动烟雪。
霜蹄蹴踏长楸间，马官厮养森成列。
可怜九马争神骏，顾视清高气深稳。
借问苦心爱者谁，后有韦讽前支遁。
忆昔巡幸新丰宫，翠华拂天来向东。
腾骧磊落三万匹，皆与此图筋骨同。
自从献宝朝河宗，无复射蛟江水中。
君不见金粟堆前松柏里，龙媒去尽鸟呼风。

",杜甫,https://song.gushiwen.cn/song/chenlang/7c47313a3245.mp3
新嫁娘词,"
三日入厨下，洗手作羹汤。
未谙姑食性，先遣小姑尝。

",王建,https://song.gushiwen.cn/song/chenlang/5917bc6dca91.mp3
隋宫,"
紫泉宫殿锁烟霞，欲取芜城作帝家。
玉玺不缘归日角，锦帆应是到天涯。
于今腐草无萤火，终古垂杨有暮鸦。
地下若逢陈后主，岂宜重问后庭花。

",李商隐,https://song.gushiwen.cn/song/chenlang/09fd71c77ec7.mp3
喜外弟卢纶见宿,"
静夜四无邻，荒居旧业贫。
雨中黄叶树，灯下白头人。
以我独沉久，愧君相见频。
平生自有分，况是蔡家亲。 


",司空曙,https://song.gushiwen.cn/song/chenlang/7661425bdf0a.mp3
相思,"
红豆生南国，春来发几枝。
愿君多采撷，此物最相思。

",王维,https://song.gushiwen.cn/song/jiangweiwei/f324eea45183.mp3
丹青引赠曹将军霸,"
将军魏武之子孙，于今为庶为清门。
英雄割据虽已矣，文采风流今尚存。
学书初学卫夫人，但恨无过王右军。
丹青不知老将至，富贵于我如浮云。
开元之中常引见，承恩数上南薰殿。
凌烟功臣少颜色，将军下笔开生面。
良相头上进贤冠，猛将腰间大羽箭。
褒公鄂公毛发动，英姿飒爽来酣战。
先帝御马五花骢，画工如山貌不同。
是日牵来赤墀下，迥立阊阖生长风。
诏谓将军拂绢素，意匠惨澹经营中。
斯须九重真龙出，一洗万古凡马空。
玉花却在御榻上，榻上庭前屹相向。
至尊含笑催赐金，圉人太仆皆惆怅。
弟子韩干早入室，亦能画马穷殊相。
干惟画肉不画骨，忍使骅骝气凋丧。
将军画善盖有神，必逢佳士亦写真。
即今漂泊干戈际，屡貌寻常行路人。
途穷反遭俗眼白，世上未有如公贫。
但看古来盛名下，终日坎壈缠其身。

",杜甫,https://song.gushiwen.cn/song//0b8b1899dd68.mp3
送魏万之京,"
朝闻游子唱离歌，昨夜微霜初渡河。
鸿雁不堪愁里听，云山况是客中过。
关城树色催寒近，御苑砧声向晚多。(树 一作：曙)
莫见长安行乐处，空令岁月易蹉跎。

",李颀,https://song.gushiwen.cn/song/chenlang/67ca0b01f1c4.mp3
贼平后送人北归,"
世乱同南去，时清独北还。
他乡生白发，旧国见青山。 
晓月过残垒，繁星宿故关。
寒禽与衰草，处处伴愁颜。

",司空曙,https://song.gushiwen.cn/song/chenlang/558c33fed0df.mp3
杂诗三首·其二,"
君自故乡来，应知故乡事。
来日绮窗前，寒梅著花未？

",王维,https://song.gushiwen.cn/song/chenlang/8d889937d1fe.mp3
寄韩谏议注,"
今我不乐思岳阳，身欲奋飞病在床。
美人娟娟隔秋水，濯足洞庭望八荒。
鸿飞冥冥日月白，青枫叶赤天雨霜。
玉京群帝集北斗，或骑麒麟翳凤凰。
芙蓉旌旗烟雾落，影动倒景摇潇湘。
星宫之君醉琼浆，羽人稀少不在旁。
似闻昨者赤松子，恐是汉代韩张良。
昔随刘氏定长安，帷幄未改神惨伤。
国家成败吾岂敢，色难腥腐餐风香。
周南留滞古所惜，南极老人应寿昌。
美人胡为隔秋水，焉得置之贡玉堂。

",杜甫,https://song.gushiwen.cn/song/chenlang/f136f1f6a500.mp3
咏怀古迹五首·其一,"
支离东北风尘际，漂泊西南天地间。
三峡楼台淹日月，五溪衣服共云山。
羯胡事主终无赖，词客哀时且未还。
庾信平生最萧瑟，暮年诗赋动江关。

",杜甫,https://song.gushiwen.cn/song/chenlang/d87229be0d7a.mp3
草 / 赋得古原草送别,"
离离原上草，一岁一枯荣。
野火烧不尽，春风吹又生。
远芳侵古道，晴翠接荒城。
又送王孙去，萋萋满别情。

",白居易,https://song.gushiwen.cn/song/jiangweiwei/b7820a12ebaa.mp3
鹿柴,"
空山不见人，但闻人语响。
返景入深林，复照青苔上。

",王维,https://song.gushiwen.cn/song/jiangweiwei/e9b1a8b4def0.mp3
夜归鹿门山歌 / 夜归鹿门歌,"
山寺钟鸣昼已昏，渔梁渡头争渡喧。
人随沙岸向江村，余亦乘舟归鹿门。
鹿门月照开烟树，忽到庞公栖隐处。
岩扉松径长寂寥，惟有幽人自来去。

",孟浩然,https://song.gushiwen.cn/song/chenlang/55c0a0ea874e.mp3
咏怀古迹五首·其二,"
摇落深知宋玉悲，风流儒雅亦吾师。
怅望千秋一洒泪，萧条异代不同时。
江山故宅空文藻，云雨荒台岂梦思。
最是楚宫俱泯灭，舟人指点到今疑。

",杜甫,https://song.gushiwen.cn/song/chenlang/37b5405144f1.mp3
竹里馆,"
独坐幽篁里，弹琴复长啸。
深林人不知，明月来相照。

",王维,https://song.gushiwen.cn/song/jiangweiwei/4809b5e7a16a.mp3
题大庾岭北驿,"
阳月南飞雁，传闻至此回。
我行殊未已，何日复归来。
江静潮初落，林昏瘴不开。
明朝望乡处，应见陇头梅。

",宋之问,https://song.gushiwen.cn/song/chenlang/f2457a3f0cc0.mp3
渔翁,"
渔翁夜傍西岩宿，晓汲清湘燃楚竹。
烟销日出不见人，欸乃一声山水绿。
回看天际下中流，岩上无心云相逐。

",柳宗元,https://song.gushiwen.cn/song/chenlang/3aba195e605d.mp3
咏怀古迹五首·其三,"
群山万壑赴荆门，生长明妃尚有村。
一去紫台连朔漠，独留青冢向黄昏。
画图省识春风面，环珮空归夜月魂。(夜月 一作：月夜)
千载琵琶作胡语，分明怨恨曲中论。

",杜甫,https://song.gushiwen.cn/song/chenlang/1cc0aae7f75d.mp3
登幽州台歌,"
前不见古人，后不见来者。
念天地之悠悠，独怆然而涕下！

",陈子昂,https://song.gushiwen.cn/song/chenlang/4083a01ac833.mp3
寄左省杜拾遗,"
联步趋丹陛，分曹限紫微。
晓随天仗入，暮惹御香归。
白发悲花落，青云羡鸟飞。
圣朝无阙事，自觉谏书稀。

",岑参,https://song.gushiwen.cn/song/chenlang/85515020d919.mp3
送别 / 山中送别,"
山中相送罢，日暮掩柴扉。
春草明年绿，王孙归不归？(明年 一作：年年)

",王维,https://song.gushiwen.cn/song/chenlang/6368d3d62fcd.mp3
问刘十九,"
绿蚁新醅酒，红泥小火炉。
晚来天欲雪，能饮一杯无？

",白居易,https://song.gushiwen.cn/song/chenlang/d09fef17613b.mp3
咏怀古迹五首·其四,"
蜀主窥吴幸三峡，崩年亦在永安宫。(窥 一作：征)
翠华想像空山里，玉殿虚无野寺中。
古庙杉松巢水鹤，岁时伏腊走村翁。
武侯祠屋常邻近，一体君臣祭祀同。

",杜甫,https://song.gushiwen.cn/song/chenlang/66eebf9f4ab8.mp3
听蜀僧濬弹琴 / 听蜀僧浚弹琴,"
蜀僧抱绿绮，西下峨眉峰。
为我一挥手，如听万壑松。 
客心洗流水，余响入霜钟。
不觉碧山暮，秋云暗几重。

",李白,https://song.gushiwen.cn/song/chenlang/1c8072393007.mp3
石鼓歌,"
张生手持石鼓文，劝我试作石鼓歌。
少陵无人谪仙死，才薄将奈石鼓何。
周纲凌迟四海沸，宣王愤起挥天戈。
大开明堂受朝贺，诸侯剑佩鸣相磨。
蒐于岐阳骋雄俊，万里禽兽皆遮罗。
镌功勒成告万世，凿石作鼓隳嵯峨。
从臣才艺咸第一，拣选撰刻留山阿。
雨淋日灸野火燎，鬼物守护烦撝呵。
公从何处得纸本，毫发尽备无差讹。
辞严义密读难晓，字体不类隶与蝌。
年深岂免有缺画，快剑斫断生蛟鼍。
鸾翔凤翥众仙下，珊瑚碧树交枝柯。
金绳铁索锁钮壮，古鼎跃水龙腾梭。
陋儒编诗不收入，二雅褊迫无委蛇。
孔子西行不到秦，掎摭星宿遗羲娥。
嗟余好古生苦晚，对此涕泪双滂沱。
忆昔初蒙博士征，其年始改称元和。
故人从军在右辅，为我度量掘臼科。
濯冠沐浴告祭酒，如此至宝存岂多。
毡包席裹可立致，十鼓只载数骆驼。
荐诸太庙比郜鼎，光价岂止百倍过。
圣恩若许留太学，诸生讲解得切磋。
观经鸿都尚填咽，坐见举国来奔波。
剜苔剔藓露节角，安置妥帖平不颇。
大厦深檐与盖覆，经历久远期无佗。
中朝大官老于事，讵肯感激徒媕婀。
牧童敲火牛砺角，谁复著手为摩挲。
日销月铄就埋没，六年西顾空吟哦。
羲之俗书趁姿媚，数纸尚可博白鹅。
继周八代争战罢，无人收拾理则那。
方今太平日无事，柄任儒术崇丘轲。
安能以此尚论列，愿借辩口如悬河。
石鼓之歌止于此，呜呼吾意其蹉跎。

",韩愈,https://song.gushiwen.cn/song//20bc181ba92d.mp3
咏怀古迹五首·其五,"
诸葛大名垂宇宙，宗臣遗像肃清高。
三分割据纡筹策，万古云霄一羽毛。
伯仲之间见伊吕，指挥若定失萧曹。
运移汉祚终难复，志决身歼军务劳。

",杜甫,https://song.gushiwen.cn/song/chenlang/70e98eb5d973.mp3
夜泊牛渚怀古,"
牛渚西江夜，青天无片云。
登舟望秋月，空忆谢将军。
余亦能高咏，斯人不可闻。
明朝挂帆席，枫叶落纷纷。(席 一作：去)

",李白,https://song.gushiwen.cn/song/chenlang/bec0f7d48ce7.mp3
哥舒歌,"
北斗七星高，哥舒夜带刀。
至今窥牧马，不敢过临洮。

",西鄙人,https://song.gushiwen.cn/song//94eb5d41fec6.mp3
山石,"
山石荦确行径微，黄昏到寺蝙蝠飞。
升堂坐阶新雨足，芭蕉叶大栀子肥。
僧言古壁佛画好，以火来照所见稀。
铺床拂席置羹饭，疏粝亦足饱我饥。
夜深静卧百虫绝，清月出岭光入扉。
天明独去无道路，出入高下穷烟霏。
山红涧碧纷烂漫，时见松枥皆十围。
当流赤足踏涧石，水声激激风吹衣。
人生如此自可乐，岂必局束为人鞿？(鞿 一作：靰)
嗟哉吾党二三子，安得至老不更归。

",韩愈,https://song.gushiwen.cn/song/chenlang/c63d202ca1e1.mp3
赠孟浩然,"
吾爱孟夫子，风流天下闻。
红颜弃轩冕，白首卧松云。 
醉月频中圣，迷花不事君。
高山安可仰，徒此揖清芬。

",李白,https://song.gushiwen.cn/song/chenlang/709b2d5c7ebf.mp3
静夜思,"床前明月光，疑是地上霜。
举头望明月，低头思故乡。
",李白,https://song.gushiwen.cn/song/jiangweiwei/c35a60c1a8e2.mp3
八月十五夜赠张功曹,"
纤云四卷天无河，清风吹空月舒波。
沙平水息声影绝，一杯相属君当歌。
君歌声酸辞且苦，不能听终泪如雨。
洞庭连天九疑高，蛟龙出没猩鼯号。
十生九死到官所，幽居默默如藏逃。
下床畏蛇食畏药，海气湿蛰熏腥臊。
昨者州前捶大鼓，嗣皇继圣登夔皋。
赦书一日行万里，罪从大辟皆除死。
迁者追回流者还，涤瑕荡垢清朝班。
州家申名使家抑，坎轲只得移荆蛮。
判司卑官不堪说，未免捶楚尘埃间。
同时辈流多上道，天路幽险难追攀。
君歌且休听我歌，我歌今与君殊科。
一年明月今宵多，人生由命非由他。
有酒不饮奈明何。

",韩愈,https://song.gushiwen.cn/song//7f2806398cdc.mp3
宿府,"
清秋幕府井梧寒，独宿江城蜡炬残。
永夜角声悲自语，中天月色好谁看。
风尘荏苒音书绝，关塞萧条行路难。
已忍伶俜十年事，强移栖息一枝安。

",杜甫,https://song.gushiwen.cn/song/chenlang/a4575e93ff63.mp3
怨情,"
美人卷珠帘，深坐蹙蛾眉。(蹙 一作：颦)
但见泪痕湿，不知心恨谁。

",李白,https://song.gushiwen.cn/song/chenlang/68fe1f940020.mp3
谒衡岳庙遂宿岳寺题门楼,"
五岳祭秩皆三公，四方环镇嵩当中。
火维地荒足妖怪，天假神柄专其雄。
喷云泄雾藏半腹，虽有绝顶谁能穷？
我来正逢秋雨节，阴气晦昧无清风。
潜心默祷若有应，岂非正直能感通！
须臾静扫众峰出，仰见突兀撑青空。
紫盖连延接天柱，石廪腾掷堆祝融。
森然魄动下马拜，松柏一径趋灵宫。
粉墙丹柱动光彩，鬼物图画填青红。
升阶伛偻荐脯酒，欲以菲薄明其衷。
庙令老人识神意，睢盱侦伺能鞠躬。
手持杯珓导我掷，云此最吉余难同。
窜逐蛮荒幸不死，衣食才足甘长终。
侯王将相望久绝，神纵欲福难为功。
夜投佛寺上高阁，星月掩映云曈昽。
猿鸣钟动不知曙，杲杲寒日生于东。

",韩愈,https://song.gushiwen.cn/song/chenlang/516481aac665.mp3
凉州词二首·其一,"
黄河远上白云间，一片孤城万仞山。
羌笛何须怨杨柳，春风不度玉门关。

",王之涣,https://song.gushiwen.cn/song/chenlang/3963afd966bc.mp3
阁夜,"岁暮阴阳催短景，天涯霜雪霁寒宵。
五更鼓角声悲壮，三峡星河影动摇。
野哭千家闻战伐，夷歌数处起渔樵。(千家 一作：几家)
卧龙跃马终黄土，人事音书漫寂寥。(音书 一作：依依)
",杜甫,https://song.gushiwen.cn/song/chenlang/f36d338e1fc5.mp3
渡荆门送别,"
渡远荆门外，来从楚国游。
山随平野尽，江入大荒流。
月下飞天镜，云生结海楼。
仍怜故乡水，万里送行舟。

",李白,https://song.gushiwen.cn/song/chenlang/d50eb19399e6.mp3
出塞,"
秦时明月汉时关，万里长征人未还。
但使龙城飞将在，不教胡马度阴山。

",王昌龄,https://song.gushiwen.cn/song/chenlang/b9e14c6e09aa.mp3
送友人,"
青山横北郭，白水绕东城。
此地一为别，孤蓬万里征。
浮云游子意，落日故人情。
挥手自兹去，萧萧班马鸣。

",李白,https://song.gushiwen.cn/song/yiyesheng/c348339f28fd.mp3
乐游原 / 登乐游原,"
向晚意不适，驱车登古原。
夕阳无限好，只是近黄昏。

",李商隐,https://song.gushiwen.cn/song/chenlang/ee9af27de9f2.mp3
闻官军收河南河北,"
剑外忽传收蓟北，初闻涕泪满衣裳。
却看妻子愁何在，漫卷诗书喜欲狂。
白日放歌须纵酒，青春作伴好还乡。
即从巴峡穿巫峡，便下襄阳向洛阳。

",杜甫,https://song.gushiwen.cn/song/jiangweiwei/519029b7355c.mp3
塞上曲·其一,"
蝉鸣空桑林，八月萧关道。
出塞入塞寒，处处黄芦草。
从来幽并客，皆共尘沙老。
莫学游侠儿，矜夸紫骝好。

",王昌龄,https://song.gushiwen.cn/song/chenlang/f9e0d2f2e6ca.mp3
喜见外弟又言别,"
十年离乱后，长大一相逢。
问姓惊初见，称名忆旧容。
别来沧海事，语罢暮天钟。
明日巴陵道，秋山又几重。

",李益,https://song.gushiwen.cn/song/chenlang/97ae866bedf5.mp3
听筝 / 鸣筝,"
鸣筝金粟柱，素手玉房前。
欲得周郎顾，时时误拂弦。

",李端,https://song.gushiwen.cn/song/chenlang/ed8b644fd298.mp3
登高,"
风急天高猿啸哀，渚清沙白鸟飞回。
无边落木萧萧下，不尽长江滚滚来。
万里悲秋常作客，百年多病独登台。
艰难苦恨繁霜鬓，潦倒新停浊酒杯。

",杜甫,https://song.gushiwen.cn/song/chenlang/eeb217f8cb2d.mp3
塞下曲,"
饮马渡秋水，水寒风似刀。
平沙日未没，黯黯见临洮。
昔日长城战，咸言意气高。
黄尘足今古，白骨乱蓬蒿。

",王昌龄,https://song.gushiwen.cn/song/chenlang/a62c96a4c183.mp3
渡汉江,"
岭外音书断，经冬复历春。
近乡情更怯，不敢问来人。

",宋之问,https://song.gushiwen.cn/song/chenlang/4f7e2f94ec4a.mp3
凉思,"
客去波平槛，蝉休露满枝。永怀当此节，倚立自移时。 
北斗兼春远，南陵寓使迟。天涯占梦数，疑误有新知。

",李商隐,https://song.gushiwen.cn/song/chenlang/d7b38e9592ad.mp3
登楼,"
花近高楼伤客心，万方多难此登临。
锦江春色来天地，玉垒浮云变古今。
北极朝廷终不改，西山寇盗莫相侵。
可怜后主还祠庙，日暮聊为《梁甫吟》。(梁甫 一作：梁父)

",杜甫,https://song.gushiwen.cn/song/chenlang/f635f8f8edb7.mp3
北青萝,"
残阳西入崦，茅屋访孤僧。
落叶人何在，寒云路几层。 
独敲初夜磬，闲倚一枝藤。
世界微尘里，吾宁爱与憎。

",李商隐,https://song.gushiwen.cn/song/chenlang/9319a4bb3629.mp3
八阵图,"
功盖三分国，名成八阵图。（名成 一作：名高）
江流石不转，遗恨失吞吴。

",杜甫,https://song.gushiwen.cn/song/chenlang/9cee4425b019.mp3
长信怨,"金井梧桐秋叶黄，珠帘不卷夜来霜。
熏笼玉枕无颜色，卧听南宫清漏长。
高殿秋砧响夜阑，霜深犹忆御衣寒。
银灯青琐裁缝歇，还向金城明主看。
奉帚平明金殿开，暂将团扇共徘徊。
玉颜不及寒鸦色，犹带昭阳日影来。
真成薄命久寻思，梦见君王觉后疑。
火照西宫知夜饮，分明复道奉恩时。
长信宫中秋月明，昭阳殿下捣衣声。
白露堂中细草迹，红罗帐里不胜情。
",王昌龄,https://song.gushiwen.cn/song/chenlang/a17757fab9fb.mp3
送元二使安西,"
渭城朝雨浥轻尘，客舍青青柳色新。
劝君更尽一杯酒，西出阳关无故人。

",王维,https://song.gushiwen.cn/song/jiangweiwei/12a2295aa76b.mp3
宿建德江,"
移舟泊烟渚，日暮客愁新。
野旷天低树，江清月近人。

",孟浩然,https://song.gushiwen.cn/song/chenlang/63d3ff8f6b61.mp3
蝉,"
本以高难饱，徒劳恨费声。
五更疏欲断，一树碧无情。
薄宦梗犹泛，故园芜已平。
烦君最相警，我亦举家清。

",李商隐,https://song.gushiwen.cn/song/chenlang/435308d6a3e1.mp3
蜀相,"
丞相祠堂何处寻？锦官城外柏森森。
映阶碧草自春色，隔叶黄鹂空好音。
三顾频烦天下计，两朝开济老臣心。
出师未捷身先死，长使英雄泪满襟。

",杜甫,https://song.gushiwen.cn/song/chenlang/625762a4b089.mp3
风雨,"
凄凉宝剑篇，羁泊欲穷年。
黄叶仍风雨，青楼自管弦。
新知遭薄俗，旧好隔良缘。
心断新丰酒，销愁斗几千。

",李商隐,https://song.gushiwen.cn/song/chenlang/9fe305a09b2a.mp3
春晓,"
春眠不觉晓，处处闻啼鸟。
夜来风雨声，花落知多少。

",孟浩然,https://song.gushiwen.cn/song/jiangweiwei/ccee5691ba93.mp3
秋夜曲,"
桂魄初生秋露微，轻罗已薄未更衣。
银筝夜久殷勤弄，心怯空房不忍归。

",王维,https://song.gushiwen.cn/song/chenlang/46e77c265577.mp3
客至,"
舍南舍北皆春水，但见群鸥日日来。
花径不曾缘客扫，蓬门今始为君开。
盘飧市远无兼味，樽酒家贫只旧醅。
肯与邻翁相对饮，隔篱呼取尽馀杯。(馀 通：余)

",杜甫,https://song.gushiwen.cn/song/chenlang/2dfd92e6cd5b.mp3
春怨 / 伊州歌,"
打起黄莺儿，莫教枝上啼。
啼时惊妾梦，不得到辽西。

",金昌绪,https://song.gushiwen.cn/song/chenlang/11889cf7beab.mp3
落花,"
高阁客竟去，小园花乱飞。
参差连曲陌，迢递送斜晖。
肠断未忍扫，眼穿仍欲归。
芳心向春尽，所得是沾衣。

",李商隐,https://song.gushiwen.cn/song/chenlang/100a2931dea0.mp3
洛阳女儿行,"
洛阳女儿对门居，才可颜容十五余。
良人玉勒乘骢马，侍女金盘脍鲤鱼。
画阁朱楼尽相望，红桃绿柳垂檐向。
罗帷送上七香车，宝扇迎归九华帐。
狂夫富贵在青春，意气骄奢剧季伦。
自怜碧玉亲教舞，不惜珊瑚持与人。
春窗曙灭九微火，九微片片飞花琐。
戏罢曾无理曲时，妆成祗是熏香坐。
城中相识尽繁华，日夜经过赵李家。
谁怜越女颜如玉，贫贱江头自浣纱。

",王维,https://song.gushiwen.cn/song/chenlang/e3bfcb5ede2b.mp3
登岳阳楼,"
昔闻洞庭水，今上岳阳楼。
吴楚东南坼，乾坤日夜浮。
亲朋无一字，老病有孤舟。
戎马关山北，凭轩涕泗流。

",杜甫,https://song.gushiwen.cn/song/chenlang/c05fb9a17f71.mp3
野望,"
西山白雪三城戍，南浦清江万里桥。
海内风尘诸弟隔，天涯涕泪一身遥。
惟将迟暮供多病，未有涓埃答圣朝。(惟 通：唯)
跨马出郊时极目，不堪人事日萧条。

",杜甫,https://song.gushiwen.cn/song//c14aa77a50e5.mp3
老将行,"
少年十五二十时，步行夺得胡马骑。
射杀山中白额虎，肯数邺下黄须儿！
一身转战三千里，一剑曾当百万师。
汉兵奋迅如霹雳，虏骑崩腾畏蒺藜。
卫青不败由天幸，李广无功缘数奇。
自从弃置便衰朽，世事蹉跎成白首。
昔时飞箭无全目，今日垂杨生左肘。
路旁时卖故侯瓜，门前学种先生柳。
苍茫古木连穷巷，寥落寒山对虚牖。
誓令疏勒出飞泉，不似颍川空使酒。
贺兰山下阵如云，羽檄交驰日夕闻。
节使三河募年少，诏书五道出将军。
试拂铁衣如雪色，聊持宝剑动星文。
愿得燕弓射大将，耻令越甲鸣吾君。
莫嫌旧日云中守，犹堪一战取功勋。

",王维,https://song.gushiwen.cn/song/chenlang/06c78d21bac2.mp3
登柳州城楼寄漳汀封连四州 / 登柳州城楼寄漳汀封连四州刺史,"
城上高楼接大荒，海天愁思正茫茫。
惊风乱飐芙蓉水，密雨斜侵薜荔墙。
岭树重遮千里目，江流曲似九回肠。
共来百越文身地，犹自音书滞一乡。

",柳宗元,https://song.gushiwen.cn/song/chenlang/c07738629b7d.mp3
江雪,"
千山鸟飞绝，万径人踪灭。
孤舟蓑笠翁，独钓寒江雪。

",柳宗元,https://song.gushiwen.cn/song/jiangweiwei/58313be2d918.mp3
奉济驿重送严公四韵,"
远送从此别，青山空复情。
几时杯重把，昨夜月同行。
列郡讴歌惜，三朝出入荣。
江村独归处，寂寞养残生。

",杜甫,https://song.gushiwen.cn/song/chenlang/1564812c1366.mp3
桃源行,"
渔舟逐水爱山春，两岸桃花夹古津。
坐看红树不知远，行尽青溪不见人。(不见 一作：忽值)
山口潜行始隈隩，山开旷望旋平陆。
遥看一处攒云树，近入千家散花竹。
樵客初传汉姓名，居人未改秦衣服。
居人共住武陵源，还从物外起田园。
月明松下房栊静，日出云中鸡犬喧。
惊闻俗客争来集，竞引还家问都邑。
平明闾巷扫花开，薄暮渔樵乘水入。
初因避地去人间，及至成仙遂不还。
峡里谁知有人事，世中遥望空云山。
不疑灵境难闻见，尘心未尽思乡县。
出洞无论隔山水，辞家终拟长游衍。
自谓经过旧不迷，安知峰壑今来变。
当时只记入山深，青溪几度到云林。
春来遍是桃花水，不辨仙源何处寻。

",王维,https://song.gushiwen.cn/song/chenlang/231daf6badef.mp3
秋夜寄邱员外 / 秋夜寄丘二十二员外,"
怀君属秋夜，散步咏凉天。
空山松子落，幽人应未眠。(空山 一作：山空)

",韦应物,https://song.gushiwen.cn/song/chenlang/0f23fdb7b5f9.mp3
春思,"
莺啼燕语报新年，马邑龙堆路几千。
家住层城临汉苑，心随明月到胡天。(层城 一作：秦城)
机中锦字论长恨，楼上花枝笑独眠。
为问元戎窦车骑，何时返旆勒燕然。

",皇甫冉,https://song.gushiwen.cn/song/chenlang/703276b8042c.mp3
清平调·其一,"
云想衣裳花想容，春风拂槛露华浓。 
若非群玉山头见，会向瑶台月下逢。

",李白,https://song.gushiwen.cn/song/make/170df91879a2.mp3
