韦讽录事宅观曹将军画马图,"
国初已来画鞍马，神妙独数江都王。
将军得名三十载，人间又见真乘黄。
曾貌先帝照夜白，龙池十日飞霹雳。
内府殷红玛瑙盘，婕妤传诏才人索。
盘赐将军拜舞归，轻纨细绮相追飞。
贵戚权门得笔迹，始觉屏障生光辉。
昔日太宗拳毛騧，近时郭家狮子花。
今之新图有二马，复令识者久叹嗟。
此皆骑战一敌万，缟素漠漠开风沙。
其余七匹亦殊绝，迥若寒空动烟雪。
霜蹄蹴踏长楸间，马官厮养森成列。
可怜九马争神骏，顾视清高气深稳。
借问苦心爱者谁，后有韦讽前支遁。
忆昔巡幸新丰宫，翠华拂天来向东。
腾骧磊落三万匹，皆与此图筋骨同。
自从献宝朝河宗，无复射蛟江水中。
君不见金粟堆前松柏里，龙媒去尽鸟呼风。

",杜甫,"译文
开国以来善画鞍马的画家中，画技最精妙传神只数江都王。
曹将军画马出名已有三十载，人间又见古代真正神马“乘黄”。
他曾描绘玄宗先帝的“照夜白”，画得象池龙腾飞十日声如雷。
皇宫内库珍藏的殷红玛瑙盘，婕妤传下御旨才人将它取来。
将军接受赐盘叩拜皇恩回归，轻纨细绮相继赐来快速如飞。
贵戚们谁得到曹将军亲笔迹，谁就觉得府第屏障增加光辉。
当年唐太宗著名宝马“拳毛?”。近代郭子仪家中好驹“狮子花”。
而今新画之中就有这两匹马，使得识马的人久久感慨赞夸。
这都是战骑以一胜万的好马，展开画绢如见奔马扬起风沙

",,mp3,0,0,0,2021-03-22 14:51:51,1,1
云阳馆与韩绅宿别,"
故人江海别，几度隔山川。
乍见翻疑梦，相悲各问年。
孤灯寒照雨，深竹暗浮烟。(深竹 一作：湿竹)
更有明朝恨，离杯惜共传。

",司空曙,"译文
自从和老友在江海分别，隔山隔水已度过多少年。
突然相见反而怀疑是梦，悲伤叹息互相询问年龄。
孤灯暗淡照着窗外冷雨，幽深的竹林漂浮着云烟。
明朝更有一种离愁别恨，难得今夜聚会传杯痛饮。
","注释
云阳：县名，县治在今陕西泾阳县西北。韩绅：《全唐诗》注：“一作韩升卿。”韩愈的四叔名绅卿，与司空曙同时，曾在泾阳任县令，可能即为此人。宿别：同宿后又分别。
江海：指上次的分别地，也可理解为泛指江海天涯，相隔遥远。
几度：几次，此处犹言几年。
乍：骤，突然。翻：反而。
年：年时光景。

",mp3,0,0,0,2021-03-22 14:51:51,1,1
隋宫,"
紫泉宫殿锁烟霞，欲取芜城作帝家。
玉玺不缘归日角，锦帆应是到天涯。
于今腐草无萤火，终古垂杨有暮鸦。
地下若逢陈后主，岂宜重问后庭花。

",李商隐,"译文
韵译
长安的殿阁内弥漫着一片烟霞，杨广还想把芜城作为帝王之家。
如果不是李渊得到传国的玉玺，那么他的龙舟还会游遍到天涯。
如今隋朝的宫苑中已不见萤虫，只有低垂的杨柳和归巢的乌鸦。
如果杨广在地下和陈后主相遇，有心欣赏淫逸辱国的后庭花吗？
散译
长安的殿阁千门闲闭，空自笼罩着一片烟霞，又想在繁丽的江都，把宫苑修建得更加豪华。
若不是皇帝的玉印归到了李家；隋炀帝的锦帆或许会游遍天涯。
当年放萤的场所只剩下腐草，萤火早就断绝了根芽；多少年来隋堤寂寞凄冷，两边的垂杨栖息着归巢乌鸦。
他若是在

",,mp3,0,0,0,2021-03-22 14:51:51,1,1
相思,"
红豆生南国，春来发几枝。
愿君多采撷，此物最相思。

",王维,"红豆生长在阳光明媚的南方，每逢春天不知长多少新枝。
希望思念的人儿多多采摘，因为它最能寄托相思之情。
","相思：题一作“相思子”，又作“江上赠李龟年”。
红豆：又名相思子，一种生在江南地区的植物，结出的籽像豌豆而稍扁，呈鲜红色。
“春来”句：一作“秋来发故枝”。
“愿君”句：一作“劝君休采撷”。采撷（xié）：采摘。
相思：想念。
",mp3,0,0,0,2021-03-22 14:51:51,1,1
丹青引赠曹将军霸,"
将军魏武之子孙，于今为庶为清门。
英雄割据虽已矣，文采风流今尚存。
学书初学卫夫人，但恨无过王右军。
丹青不知老将至，富贵于我如浮云。
开元之中常引见，承恩数上南薰殿。
凌烟功臣少颜色，将军下笔开生面。
良相头上进贤冠，猛将腰间大羽箭。
褒公鄂公毛发动，英姿飒爽来酣战。
先帝御马五花骢，画工如山貌不同。
是日牵来赤墀下，迥立阊阖生长风。
诏谓将军拂绢素，意匠惨澹经营中。
斯须九重真龙出，一洗万古凡马空。
玉花却在御榻上，榻上庭前屹相向。
至尊含笑催赐金，圉人太仆皆惆怅。
弟子韩干早入室，亦能画马穷殊相。
干惟画肉不画骨，忍使骅骝气凋丧。
将军画善盖有神，必逢佳士亦写真。
即今漂泊干戈际，屡貌寻常行路人。
途穷反遭俗眼白，世上未有如公贫。
但看古来盛名下，终日坎壈缠其身。

",杜甫,"译文
曹将军是魏武帝曹操后代子孙，而今却沦为平民百姓成为寒门。英雄割据的时代一去不复返了，曹家文章丰采却在你身上留存。当年为学书法你先拜师卫夫人，只恨得没有超过王羲之右将军。你毕生专攻绘画不知老之将至，荣华富贵对于你却如空中浮云。开元年间你常常被唐玄宗召见，承恩载德你曾多次登上南薰殿。凌烟阁的功臣画象年久褪颜色，曹将军你挥笔重画又别开生面。良相们的头顶都戴上了进贤冠，猛将们的腰间皆佩带着大羽箭。褒公鄂公的毛发似乎都在抖动，他们英姿飒爽好象是正在酣战。开元时先帝的天马名叫玉花骢，多少画家画出的都与原貌不同。当天玉花骢被牵到殿中红阶下，昂首屹立宫门更增添它的威风。皇上命令你展开丝绢

",,mp3,0,0,0,2021-03-22 14:51:51,1,1
喜外弟卢纶见宿,"
静夜四无邻，荒居旧业贫。
雨中黄叶树，灯下白头人。
以我独沉久，愧君相见频。
平生自有分，况是蔡家亲。 


",司空曙,"静静的深夜四周没有相邻，居住在荒野因为家中清贫。
树上黄叶在雨中纷纷飘零，犹如灯下白发老人的命运。
自惭这样长久地孤独沉沦，辜负你频繁地来把我慰问。
我们是诗友生来就有缘分，更何况你我两家还是表亲。
","⑴
：作者表弟，与作者同属“大历十才子”。见宿：留下住宿。见：一作“访”。
⑵自有（fèn）：一作“有深分”。分：情谊。
⑶蔡家亲：也作“霍家亲”。晋羊祜为
外孙，这里借指两家是表亲。
",mp3,0,0,0,2021-03-22 14:51:52,1,1
送魏万之京,"
朝闻游子唱离歌，昨夜微霜初渡河。
鸿雁不堪愁里听，云山况是客中过。
关城树色催寒近，御苑砧声向晚多。(树 一作：曙)
莫见长安行乐处，空令岁月易蹉跎。

",李颀,"译文
清晨听到游子高唱离别之歌，昨夜薄霜刚刚渡过黄河。
怀愁之人实在不忍听那鸿雁哀鸣，何况是那与故乡遥隔千山万水，身在旅途的异乡客。
潼关晨曦寒气越来越重，天气愈来愈冷，京城深秋捣衣声愈接近傍晚愈多。
请不要以为长安是行乐所在，以免白白地把宝贵时光消磨。
","注释
魏万：又名魏颢。上元（唐高宗年号，674—676）初进士。曾隐居王屋山，自号王屋山人。
游子：指魏万。
离歌：离别的歌。
微霜：薄霜，指秋意已深。
初渡河：刚刚渡过黄河。魏万家住王屋山，在黄河北岸，去长安必须渡河。


",mp3,0,0,0,2021-03-22 14:51:52,1,1
寄韩谏议注,"
今我不乐思岳阳，身欲奋飞病在床。
美人娟娟隔秋水，濯足洞庭望八荒。
鸿飞冥冥日月白，青枫叶赤天雨霜。
玉京群帝集北斗，或骑麒麟翳凤凰。
芙蓉旌旗烟雾落，影动倒景摇潇湘。
星宫之君醉琼浆，羽人稀少不在旁。
似闻昨者赤松子，恐是汉代韩张良。
昔随刘氏定长安，帷幄未改神惨伤。
国家成败吾岂敢，色难腥腐餐风香。
周南留滞古所惜，南极老人应寿昌。
美人胡为隔秋水，焉得置之贡玉堂。

",杜甫,"译文
眼下我心情不佳是思念岳阳，身体想要奋飞疾病逼我卧床。隔江的韩注他品行多么美好，常在洞庭洗足放眼望八方。鸿鹄已高飞远空在日月之间，青枫树叶已变红秋霜已下降。玉京山众仙们聚集追随北斗，有的骑着麒麟有的驾着凤凰。芙蓉般的旌旗被烟雾所淹没，潇湘荡着涟漪倒影随波摇晃。星宫中的仙君沉醉玉露琼浆，羽衣仙人稀少况且不在近旁。听说他仿佛是昔日的赤松子，恐怕是更象汉初韩国的张良。当年他随刘邦建业定都长安，运筹帷幄之心未改精神惨伤。国家事业成败岂敢坐视观望，厌恶腥腐世道宁可餐食枫香。太史公留滞周南古来被痛惜，但愿他象南极寿星长泰永昌。品行高洁之人为何远隔江湖，怎么才能将他置于未央宫上？
",,mp3,0,0,0,2021-03-22 14:51:52,1,1
杂诗三首·其二,"
君自故乡来，应知故乡事。
来日绮窗前，寒梅著花未？

",王维,"您是刚从我们家乡来的，一定了解家乡的人情世态。
请问您来的时候我家雕画花纹的窗户前，那一株腊梅花开了没有？
","来日：来的时候。
绮(qǐ)窗：雕画花纹的窗户。
著花未：开花没有。著（zhuó）花，开花。未，用于句末，相当于“否”，表疑问。
",mp3,0,0,0,2021-03-22 14:51:52,1,1
咏怀古迹五首·其一,"
支离东北风尘际，漂泊西南天地间。
三峡楼台淹日月，五溪衣服共云山。
羯胡事主终无赖，词客哀时且未还。
庾信平生最萧瑟，暮年诗赋动江关。

",杜甫,"译文
关中兵荒马乱百姓流离失所，躲避战乱漂泊流浪来到西南。
长久地停留三峡楼台熬日月，与五溪民族都住在一片云山。
羯胡人狡诈事主终究不可靠，伤时感世的诗人至今未回还。
梁代庾信的一生处境最凄凉，到晚年作的诗赋轰动了江关。
","注释
支离：流离。风尘：指安史之乱以来的兵荒马乱。
楼台：指夔州地区的房屋依山而建，层迭而上，状如楼台。淹：滞留。日月：岁月，时光。
五溪：指雄溪、樠溪、酉溪、潕溪、辰溪，在今湘、黔、川边境。共云山：共居处。
羯（jié）胡：古代北方少数民族，指安禄山。
词客：诗人

",mp3,0,0,0,2021-03-22 14:51:52,1,1
鹿柴,"
空山不见人，但闻人语响。
返景入深林，复照青苔上。

",王维,"幽静的山谷里看不见人，只听到人说话的声音。
落日的影晕映入了深林，又照在幽暗处的青苔上。
","鹿柴（zhài）：
在辋川别业的胜景之一（在今陕西省蓝田县西南）。柴：通“寨”、“砦”，用树木围成的栅栏。
但：只。
返景（yǐng）：同“返影”，太阳将落时通过云彩反射的阳光。
复：又。
",mp3,0,0,0,2021-03-22 14:51:52,1,1
夜归鹿门山歌 / 夜归鹿门歌,"
山寺钟鸣昼已昏，渔梁渡头争渡喧。
人随沙岸向江村，余亦乘舟归鹿门。
鹿门月照开烟树，忽到庞公栖隐处。
岩扉松径长寂寥，惟有幽人自来去。

",孟浩然,"译文
黄昏时山寺的钟声在山谷中回响，渔梁渡口处人们争着过河，喧闹不已。
人们沿着沙岸向江村走过去，我也乘坐一叶小舟返回鹿门。
鹿门山在月光映照下山树渐渐显现出来，好似忽然来到了庞公隐居之地。
相对的山岩和松间小路幽幽静静，只有隐居的人在此来来去去。
","注释
鹿门：山名，在襄阳。
昼已昏：天色已黄昏。
渔梁：洲名，在湖北襄阳城外汉水中。《水经注·沔水》中记载：“襄阳城东沔水中有渔梁洲，庞德公所居。”喧：吵闹。
余：我。
开烟树：指月光下，原先烟雾缭绕下的树木渐渐显现出来。
庞公

",mp3,0,0,0,2021-03-22 14:51:52,1,1
贼平后送人北归,"
世乱同南去，时清独北还。
他乡生白发，旧国见青山。 
晓月过残垒，繁星宿故关。
寒禽与衰草，处处伴愁颜。

",司空曙,"战乱时我和你一同逃到南方，时局安定你却独自北归家园。
流落他乡头上已经生出白发，战后的家乡也只能见到青山。
晓行要经过许多残破的营垒，夜里只能披星露宿荒凉故关。
旷野里的飞禽与枯黄的野草，将处处伴随着你的悲苦愁颜。
","贼平：指平定“安史之乱”。
时清：指时局已安定。
“旧国”句：意谓你到故乡，所见者也惟有青山如故。旧国：指故乡。
残垒：战争留下的军事壁垒。
",mp3,0,0,0,2021-03-22 14:51:52,1,1
咏怀古迹五首·其二,"
摇落深知宋玉悲，风流儒雅亦吾师。
怅望千秋一洒泪，萧条异代不同时。
江山故宅空文藻，云雨荒台岂梦思。
最是楚宫俱泯灭，舟人指点到今疑。

",杜甫,"译文
落叶飘零是深知宋玉的悲哀，他的风流儒雅堪当我的老师。
怅望千秋往事洒下同情泪水，身世同样凄凉可惜生不同时。
江山依旧故宅犹在空留文藻，云雨荒台难道真是荒唐梦思。
最可叹楚王宫殿早荡然无存，驾船人还指点遗迹让人生疑。
","注释
摇落：凋残，零落。
风流儒雅：指宋玉文采华丽潇洒，学养深厚渊博。
“萧条”句：意谓自己虽与宋玉隔开几代，萧条之感却是相同。
故宅：江陵和归州 （秭归） 均有宋玉宅，此指秭归之宅。空文藻：斯人已去，只有诗赋留传下来。
云雨荒台：宋玉在《高唐赋》中述楚之“先王”游

",mp3,0,0,0,2021-03-22 14:51:53,1,1
草 / 赋得古原草送别,"
离离原上草，一岁一枯荣。
野火烧不尽，春风吹又生。
远芳侵古道，晴翠接荒城。
又送王孙去，萋萋满别情。

",白居易,"译文
原野上长满茂盛的青草，每年秋冬枯黄春来草色浓。
野火无法烧尽满地的野草，春风吹来大地又是绿茸茸。
远处芬芳的野草遮没了古道，阳光照耀下碧绿连荒城。
今天我又来送别老朋友，连繁茂的草儿也满怀离别之情。
","注释
赋得：借古人诗句或成语命题作诗。诗题前一般都冠以“赋得”二字。这是古代人学习作诗或文人聚会分题作诗或科举考试时命题作诗的一种方式，称为""赋得体""。
离离：青草茂盛的样子。
一岁一枯荣：枯，枯萎。荣，茂盛。野草每年都会茂盛一次，枯萎一次。
远芳侵古道：芳，指野草那浓郁

",mp3,0,0,0,2021-03-22 14:51:53,1,1
渔翁,"
渔翁夜傍西岩宿，晓汲清湘燃楚竹。
烟销日出不见人，欸乃一声山水绿。
回看天际下中流，岩上无心云相逐。

",柳宗元,"译文
渔翁晚上停船靠着西山歇宿，早上汲取清澈的湘水，以楚竹为柴做饭。
旭日初升，云雾散尽四周悄然无声，渔翁摇橹的声音从碧绿的山水中传出。
回身一看，他已驾舟行至天际中流，山岩顶上，只有无心白云相互追逐。
","注释
傍：靠近。西岩：当指永州境内的西山，可参作者《始得西山宴游记》。
汲（jí）：取水。湘：湘江之水。楚：西山古属楚地。
销：消散。亦可作“消”。
欸（ǎi）乃：象声词，一说指桨声，一说是人长呼之声。唐时湘中棹歌有《欸乃曲》（见元结《欸乃曲序》）。
下中流：由中流而下。
无心：陶渊

",mp3,0,0,0,2021-03-22 14:51:53,1,1
竹里馆,"
独坐幽篁里，弹琴复长啸。
深林人不知，明月来相照。

",王维,"译文
独自闲坐在幽静竹林，一边弹琴一边高歌长啸。
深深的山林中无人知晓，只有一轮明月静静与我相伴。
","注释
竹里馆：辋川别墅胜景之一，房屋周围有竹林，故名。
幽篁（huáng）：幽深的竹林。
啸（xiào）：撮口发出长而清脆的声音，类似于打口哨。
深林：指“幽篁”。
相照：与“独坐”相应，意思是说，左右无人相伴，唯有明月似解人意，偏来相照。
长啸：撮口而呼，这里指吟咏、歌唱。古代一些超逸之士常用来抒发感情。魏晋名士称吹口哨为啸。
",mp3,0,0,0,2021-03-22 14:51:53,1,1
题大庾岭北驿,"
阳月南飞雁，传闻至此回。
我行殊未已，何日复归来。
江静潮初落，林昏瘴不开。
明朝望乡处，应见陇头梅。

",宋之问,"译文
十月份的时候大雁就开始南飞，据说飞到大庾岭，它们就全部折回。
我还未到达目的地，还要继续前行，真不知什么时候我才能再次归来？
潮水退落了，江面静静地泛着涟漪，深山林中昏暗，瘴气浓重散不开。
来日我登上高山顶，向北遥望故乡，应该能看到那山头上初放的红梅。
","注释
大庾岭：在江西、广东交界处，为五岭之一。北驿：大庾岭北面的驿站。
阳月：阴历十月。
殊：还。“我行”句意谓自己要去的贬谪之地还远，所以自己还不能停下。
瘴：旧指南方湿热气候下山林间对人有害的毒气。
望乡处：远望故乡的地方，

",mp3,0,0,0,2021-03-22 14:51:53,1,1
送别 / 山中送别,"
山中相送罢，日暮掩柴扉。
春草明年绿，王孙归不归？(明年 一作：年年)

",王维,"在深山中送走了好友，夕阳西坠把柴门关闭。
待到明年春草又绿的时候，朋友啊你能不能回还？ 
","掩：关闭。柴扉：柴门。
明年：一作“年年”。
王孙：贵族的子孙，这里指送别的友人。
",mp3,0,0,0,2021-03-22 14:51:53,1,1
登幽州台歌,"
前不见古人，后不见来者。
念天地之悠悠，独怆然而涕下！

",陈子昂,"译文
往前不见古代礼贤下士的圣君，向后不见后世求才的明君。
想到只有那苍茫天地悠悠无限，自己止不住满怀悲伤热泪纷纷。
","注释
幽州：古十二州之一，现今北京市。
幽州台：即黄金台，又称蓟北楼，故址在今北京市大兴，是燕昭王为招纳天下贤士而建。
前：过去。
古人：古代那些能够礼贤下士的圣君。
后：未来。
来者：后世那些重视人才的贤明君主。
念：想到。
悠悠：形容时间的久远和空间的广大。
怆（chuàng）然：悲伤凄恻的样子。
涕：古时指眼泪。
",mp3,0,0,0,2021-03-22 14:51:53,1,1
